0.24354532,-0.28395605,-0.21968779,-0.20821708,0.25137782,0.12436539,-0.17247233,0.021575954,-0.31065556,-0.1953207,0.17283954,-0.2126374,0.15687473,-0.3330136,0.044482503,-0.09417172,-0.17285389,0.016913924,0.13397536,0.004716158,-0.13519941,0.10548546,-0.15860848,0.15955497,-0.12994494,-0.15219107,0.053021975,0.2654956,-0.116493516,0.044267736,0.20890167,0.052856576
0.241578,-0.2818894,-0.21751696,-0.210027,0.25289327,0.121215,-0.17147699,0.018595017,-0.3136628,-0.19218202,0.17191228,-0.20970143,0.15646729,-0.3348569,0.04272251,-0.09417628,-0.17481188,0.019101067,0.13049668,0.002878376,-0.13367926,0.10426887,-0.15576887,0.16068727,-0.13095243,-0.15499339,0.05371178,0.26928526,-0.11573706,0.046343744,0.21141645,0.051028244
0.22711122,-0.2812298,-0.22344951,-0.19119194,0.24892029,0.11055679,-0.166961,0.019527102,-0.31868833,-0.19103508,0.1654823,-0.2198602,0.152784,-0.35641742,0.029423596,-0.09990405,-0.16253574,0.027612573,0.13373433,-0.004052685,-0.13060051,0.07781127,-0.15949322,0.14898834,-0.12299243,-0.14177537,0.05736324,0.27396488,-0.16201039,0.05967036,0.2094264,0.048290703
0.23994254,-0.28071475,-0.21682929,-0.20975761,0.25316948,0.11950404,-0.17092909,0.01785335,-0.31502533,-0.19096093,0.17127731,-0.20903896,0.15659714,-0.3370638,0.04114202,-0.094593614,-0.17443556,0.020237274,0.1298882,0.0018285186,-0.1331763,0.10243754,-0.15507753,0.16052192,-0.1308343,-0.1550006,0.053959947,0.27123642,-0.11864581,0.048235413,0.21187457,0.050112896
0.22884229,-0.28472778,-0.22597781,-0.1881543,0.24708408,0.11267517,-0.16899955,0.023134574,-0.31541008,-0.19449092,0.16535984,-0.22372532,0.15105997,-0.35550818,0.030218104,-0.10102911,-0.1581354,0.02545712,0.13716581,-0.002688176,-0.13058993,0.075680524,-0.16266716,0.14495423,-0.12131632,-0.13772236,0.05568159,0.27075925,-0.16654114,0.060295895,0.20862643,0.049957786
0.25297287,-0.28005028,-0.21083528,-0.22138987,0.2518159,0.12964663,-0.17458513,0.022061065,-0.30389515,-0.19337215,0.17799926,-0.20470317,0.16113997,-0.31791106,0.05400736,-0.08993447,-0.18071145,0.0151131665,0.13060045,0.008778207,-0.13896853,0.12370988,-0.1565867,0.17188206,-0.1378948,-0.1628544,0.05113984,0.2660534,-0.08455092,0.032862175,0.20759453,0.050955225
0.2590033,-0.2783063,-0.20812367,-0.2230477,0.24869421,0.14206378,-0.17852025,0.027697332,-0.29187408,-0.20031747,0.18272896,-0.2056267,0.16431656,-0.30617693,0.06329936,-0.08656112,-0.18096037,0.0107786525,0.13695292,0.017058482,-0.14824054,0.13792239,-0.1609673,0.17788793,-0.14223278,-0.16192508,0.048934903,0.25996417,-0.06677192,0.022705423,0.20016485,0.050672725
0.26859316,-0.2634398,-0.1855066,-0.23199798,0.24224563,0.17939,-0.18534245,0.04026124,-0.25663847,-0.21266444,0.19268784,-0.19925877,0.17339143,-0.2642585,0.08803909,-0.07445494,-0.18153825,0.0061307224,0.14743508,0.040327452,-0.1801872,0.18439427,-0.16387956,0.19664794,-0.16028728,-0.16502093,0.043432053,0.25223508,0.0031526932,-0.006514703,0.18247667,0.046213757
0.22835548,-0.28199536,-0.22379366,-0.19177903,0.24908474,0.11113289,-0.1672612,0.020037964,-0.31837463,-0.19148445,0.16592215,-0.22016586,0.15279697,-0.3552032,0.030323992,-0.09956995,-0.1627013,0.02700689,0.13406238,-0.0034194095,-0.13074225,0.078762755,-0.15951286,0.14903317,-0.122689694,-0.14185831,0.057169523,0.27257416,-0.15988839,0.05888028,0.20980406,0.04886471
0.21605569,-0.2803671,-0.22316006,-0.17982212,0.24236111,0.100910425,-0.1667743,0.021544235,-0.3161718,-0.18703733,0.16029157,-0.22775401,0.14914232,-0.3691963,0.021313023,-0.105245434,-0.14722268,0.033327214,0.13594052,-0.010445674,-0.13251278,0.057793196,-0.15904073,0.14247143,-0.12285919,-0.13318971,0.058202907,0.28587916,-0.19642329,0.07111446,0.20355356,0.04356146
0.27063954,-0.26255777,-0.18223009,-0.23685077,0.24359982,0.17465164,-0.18427798,0.040164817,-0.2586584,-0.20691594,0.19200064,-0.19581583,0.17452908,-0.2625476,0.087247156,-0.07629389,-0.18313655,0.007203401,0.14390886,0.038876217,-0.17791347,0.1852364,-0.16082764,0.19806044,-0.16123006,-0.16869777,0.043422453,0.2557096,0.006491599,-0.0056846756,0.18586111,0.04612902
0.2227443,-0.27985945,-0.22190598,-0.18937781,0.24647546,0.10646599,-0.16606055,0.018743364,-0.31894606,-0.18749505,0.16337696,-0.2214184,0.15270323,-0.36202583,0.0252221,-0.10160095,-0.15860006,0.0309146,0.13273154,-0.006566951,-0.13126966,0.071772054,-0.1576413,0.14750302,-0.12325414,-0.14029114,0.058598362,0.28043583,-0.17262614,0.0646422,0.20782298,0.046092425
